comments,label,comments_cleaned
shop bọc cẩn thận kèm theo thiếp cám ơn hàng chuẩn hãng không lo son fake mình thích lém,0,shop bọc cẩn_thận kèm thiếp cám_ơn hàng chuẩn hãng lo son fake lém
chiếc son lần thứ bao nhiêu rồi không nhớ shop rất đáng tin son lên màu cực kỳ đẹp ưng icheck ra sản phẩm rõ ràng nha,0,son bao_nhiêu shop son màu cực_kỳ đẹp ưng icheck sản_phẩm rõ_ràng nha
son mượt màu rất đẹp nhé giao nhanh rất ưng nha ❤,0,son mượt màu đẹp giao rất ưng nha_❤
đóng gói cẩn thận lần sau sẽ ủng hộ thêm 👏,0,đóng_gói cẩn_thận ủng_hộ 👏
son đẹp giao hàng nhanh đóng gói đẹp chất lượng tốt sẽ ủng hộ thêm,0,son đẹp giao hàng đóng_gói đẹp chất_lượng ủng_hộ
giao hàng nhanh đóng gói cẩn thận chất lượng sp tốt rất ytam mua ở shop này,0,giao hàng đóng_gói cẩn_thận chất_lượng sp ytam mua shop
sp rất xinh đánh mềm môi lắm,0,sp xinh đánh mềm_môi lắm
son cực kì đẹp chưa bao h ưng ý như lần mua này đóng gói chắc chắn giao hàng cũng cực kì nhanh nói chung là tuyệt vời ❤,0,son cực_kì đẹp bao h ưng_ý mua đóng_gói chắc_chắn giao hàng cực_kì nói_chung tuyệt_vời ❤
màu son đẹp mịn,0,màu son đẹp mịn
son lên màu đẹp màu ở giữa là 25 so với bia 12 và br a06 ở dưới và trên thì ăn đứt về màu đẹp màu ở ngoài ngả nâu nhiều hơn nên đẹp hơn trong ảnh giao hàng lâu,0,son màu đẹp màu 25 bia 12 br a06 ở và ăn_đứt màu đẹp màu ở ngả nâu đẹp hơn ảnh giao hàng
đẹp lắm nà vỏ son nhìn sang vãi chưởng mùi không thơm lắm như mình nghĩ,0,đẹp lắm nà vỏ son vãi chưởng mùi thơm lắm
ưng,0,ưng
son rất ok nha,0,son ok nha
son mềm mịn nhưng uôngd nước vẫn rây ra cốc,0,son mềm mịn uôngd rây ra_cốc
mình mua cây 24 và 12 rồi dùng rất thích nên lấy thêm cây 14 chất son không khô màu đẹp nhưng hơi tiếc vì 24 và 14 lên môi mình màu gần như giống nhau,2,mua 24 12 cây 14 chất son khô màu đẹp hơi tiếc 24 và 14 môi mình màu
cho mình 1 cây cận date quá thất vọng,1,1 cận date thất_vọng
đã nhận được hàng 13 hồng đất lên màu cực đẹp luôn chất son đẹp giao hàng nhanh đóng gói đẹp sẽ mua thêm màu 24 nữa hàng y như hình quảng cáo rất ok,0,hàng 13 hồng đất màu cực đẹp chất son đẹp giao hàng đóng_gói đẹp mua màu 24 hàng y_như hình quảng_cáo ok
giao hàng hơi chậm một tí nhưng nói chung là sản phẩm ổn đó nè ahihi,0,giao hàng hơi chậm một_tí nói_chung sản_phẩm ổn nè ahihi
đóng gói cẩn thận chắc chắn số 17 màu đẹp vừa ý cảm ơn shop,0,đóng_gói cẩn_thận chắc_chắn 17 màu đẹp vừa_ý cảm_ơn shop
chất son kem lì thì mình chỉ thích của bia thôi mềm lâu trôi màu 25 các bạn lên đỏ nâu nhưng lên môi mình đỏ nâu nên mình cảm giác hơi đất đất,0,chất son kem lì bia mềm trôi màu 25 đỏ nâu lên môi mình đỏ nâu mình cảm_giác hơi đất đất
mình nghĩ lô trước mình mua của shop là nội địa còn lô mới là nhập khẩu thỏi cũ m mua được 3 4 tháng gì đó là loại số 14 to và toàn chữ hàn quốc m nghĩ là hàng nội đia được nhập khẩu thỏi mới số 14 bé và có tên màu chắc là loại xuất đi các nước mùi thỏi mới thơm nồng hơn chút,2,lô mình mua shop nội_địa lô là nhập_khẩu thỏi cũ m mua 3 4 là 14 to toàn chữ hàn quốc m nghĩ là hàng nội đia được nhập_khẩu thỏi mới số 14 bé và màu là loại xuất đi mùi thỏi mới thơm nồng chút
đóng gói kĩ càng,0,đóng_gói kĩ_càng
lần thứ 2 mua lại rồi đóng gói tạm ổn thời gian giao hàng khá nhanh,0,2 mua đóng_gói tạm ổn thời_gian giao hàng
son hơi đậm và thơm ạ hợp đựng cực kì xinh luôn sẽ ủng hộ nữa ạ,0,son hơi đậm thơm hợp đựng cực_kì xinh ủng_hộ ạ
giao hàng hơi lâu vì đợt sale lớn đóng gói thì rất đẹp rồi mua son của shop rất nhiều lần rồi và luôn hài lòng vì chất lượng của ai cũng như các loại mỹ phẩm khác,0,giao hàng hơi đợt sale đóng_gói đẹp mua son shop rất rồi hài_lòng vì chất_lượng của mỹ_phẩm
s lan son không được mịn nhu lan trước,1,s lan son mịn nhu lan
sản phẩm cũng ok,0,sản_phẩm ok
rất không đáng tiền,1,tiền
hàng thì được nhưng chọn 06 cho 04,2,hàng 06 04
son lên màu đẹp gói hàng tết đẹp ưng ý giao hàng nhanh rất đáng mua,0,son màu đẹp gói hàng tết đẹp ưng_ý giao hàng mua
rất min môi màu lên ơ ngoai nhìn xinh lắm minh mua ở shop cung được 5 6 cây gì roi that sự rat ưng,0,min môi màu ngoai xinh lắm minh mua shop cung 5 6 roi that rat ưng
m đã mua son của shop nhiều lần và lần nào cũng hài lòng về chất lượng sản phẩm đóng gói chắc chắn 👍,0,m mua son shop lần hài_lòng chất_lượng sản_phẩm đóng_gói chắc_chắn 👍
sản phẩm tuyệt vời cực kỳ tốt giao hàng nhanh chóng,0,sản_phẩm tuyệt_vời cực_kỳ giao hàng nhanh_chóng
không phải màu đỏ đất,1,màu đỏ đất
mua của sky07 thì chẳng có ý kiến gì hàng ok lắm luôn nhìn thỏi son hơi bị xinh,0,mua sky07 chẳng ý_kiến hàng ok lắm thỏi son hơi xinh
sản phẩm rất tốt giao hàng nhanh shiper dễ thương gói hàng kỹ càng 5 sao 👍,0,sản_phẩm giao hàng shiper dễ_thương gói hàng kỹ_càng 5 👍
son khá là mềm môi và đỡ khô hơn những loại son lì mình từng dùng lại chẳng thể nào là fake được nên son quá đỉnh 3,0,son mềm_môi đỡ khô son lì chẳng_thể là fake son đỉnh 3
son dễ trôi dễ tán màu son đánh nhạt thì như màu môi đánh đậm lại hơi thâm khô môi vẫn cho shop 5 nhưng về son thì mình không tk lắm 6 10 ảnh cam thường,0,son trôi dễ tán màu son đánh nhạt màu môi đánh đậm hơi thâm khô môi shop 5 son thì tk lắm 6 10 ảnh cam
son màu rất xinh lâu trôi ăn uống các kiểu xong vẫn giữ được màu giao hàng hơi lâu nhưng chiwf đợi khá xứng đáng ☺ 😆,0,son màu xinh trôi ăn_uống kiểu xong màu giao hàng hơi lâu chiwf đợi xứng_đáng ☺ 😆
màu đẹp thời gian giao hàng nhanh không,0,màu đẹp thời_gian giao hàng
đóng gói sản phẩm chắc chắn đẹp thời gian giao hàng nhanh chất lượng cũng ok nhưng mình không thích mùi của son cho lắm,0,đóng_gói sản_phẩm chắc_chắn đẹp thời_gian giao hàng chất_lượng ok mùi son lắm
giao hàng lâu đóng gói sản phẩm đẹp và chắc chắn chất lượng sản phẩm dk,0,giao hàng đóng_gói sản_phẩm đẹp chắc_chắn chất_lượng sản_phẩm dk
shop giao hàng nhanh màu 24 phù hợp với mọi loại da và tôn da nữa chưa mua ở đâu ưng như của shop sẽ ủng hộ shop dài dài ❤ 😘,0,shop giao hàng màu 24 phù_hợp da tôn da mua ưng shop ủng_hộ shop dài_dài ❤ 😘
êu lúc giao mở ra mùi ngọt như kẹo luôn ý nếu mình nói quá ra 1 tí là thick vợ chồng ra sẽ ủng hộ shop nhiều nha,0,êu giao mùi kẹo ra 1 tí thick vợ_chồng ra ủng_hộ shop nha
có 1 cây son mà đóng trong hẳn 1 cái hộp lớn đẹp cực đóng gói oke có thiện cảm từ cái nhìn đầu tiên son có tem chống hàng giả của công ty nữa tóm lại là rất ưng ý,0,1 son đóng hẳn 1 hộp đẹp cực đóng_gói oke có thiện_cảm_từ cái đầu_tiên son có tem chống hàng giả công_ty tóm ưng_ý
giao hàng nhanh đóng gói cẩn thận son lên môi siêu mịn môi màu siêu đẹp 5 sao cho shop,0,giao hàng đóng_gói cẩn_thận son môi siêu mịn môi màu siêu đẹp 5 shop
lần 2 mua màu này rồi vẫn thấy thích lần đầu tiên dùng hết 1 cây son,0,2 mua màu lần đầu_tiên 1 cây_son
chất lượng sản phẩm tuyệt vời rất đáng tiền đóng gói sản phẩm chắc chắn,0,chất_lượng sản_phẩm tuyệt_vời tiền đóng_gói sản_phẩm chắc_chắn
giao đúng sản phầm gói hàng cẩn thận sẽ ủng họo shop dài dài i,0,giao sản phầm gói hàng cẩn_thận ủng họo shop dài_dài i
son mịn môi thơm nhẹ bôi thấy mát mát,0,son mịn môi thơm nhẹ bôi mát_mát
từ lúc mua cây đầu tiên là đã nghĩ sẽ mua thêm 1 em nữa màu 25 đúng đỉnh luôn mọi người oi mở hàng ra là ưng liền luôn anh shiper cũng dễ thương cực kì sẽ tiếp tục ủng hộ luv luv,0,mua đầu_tiên mua 1 màu 25 đỉnh oi mở_hàng là ưng liền luôn shiper dễ_thương cực_kì sẽ tiếp_tục ủng_hộ luv luv
sản phẩm thơm và chất lượng,0,sản_phẩm thơm chất_lượng
màu đẹp mịn môi không gây cảm giác khó chịu cho môi và giá cả hợp lí ❤,0,màu đẹp mịn môi cảm_giác khó_chịu môi giá_cả hợp_lí ❤
son lì mịn màu đẹp rõ ràng không phải base hồng mà lên môi mình cứ ra base hồng hích cơ mà vẫn đẹp,0,son lì mịn màu đẹp rõ_ràng base hồng môi base hồng hích cơ_mà đẹp
son đẹplplp,0,son đẹplplp
giao hàng nhanh cực đóng gói chắc chắn đó nhưng tiếc là cây son vừa tới là gãy mất rồi mà còn cận date nữa buồn ghê hong biết nói gì luôn,1,giao hàng cực đóng_gói chắc_chắn tiếc son là gãy cận date buồn ghê hong
son thơm ăn uống không trôi siêu lì và cực thích,0,son thơm ăn_uống trôi siêu lì cực
mặc dù thời gian nhận hàng hơi lâu nhưng được cái shop giao đúng loại son màu đẹp,0,mặc_dù thời_gian hàng hơi shop giao son màu đẹp
màu đẹp lắm ạ tem mác đầy đủ lun lần sau sẽ ủng hộ tiếp ạ,0,màu đẹp lắm tem mác đầy_đủ lun ủng_hộ tiếp ạ
mua hàng của shop thì yên tâm rồi chất son mịn màng nhưng mỗi tội màu khá nhạt so với trên hình nhưng nói chung là ổn,0,mua hàng shop yên_tâm chất son mịn_màng tội màu nhạt hình nhưng nói_chung ổn
shop giao hàng siêu nhanh chất lượng tốt đóng gói đẹp và chắc chắn,0,shop giao hàng siêu chất_lượng đóng_gói đẹp chắc_chắn
bản thường chứ có phải marvel đâu lại còn bị dơ coi người ta được nhận marvel mà tau tức tau phải qua lại đánh 1 sao á,1,marvel dơ coi người_ta marvel tau tức tau phải qua_lại đánh 1
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn đáng đồng tiền,0,chất_lượng sản_phẩm đóng_gói sản_phẩm chắc_chắn đồng_tiền
gói hàng cẩn thận son đẹp lên màu chuẩn mình mua màu 13 nhé,0,gói hàng cẩn_thận son đẹp màu chuẩn mua màu 13
son lâu trôi nhưng màu sang hồng nh,2,son trôi màu hồng nh
nghe review về em 25 này lâu lắm rồi phải nói là chờ có hàng lâu lắm luôn nhận hàng được như trông đợi màu siu đẹp luôn ạ,0,review 25 lắm chờ hàng lâu lắm hàng trông_đợi màu siu đẹp luôn
son đẹp lắm mọi người ạ mình sẽ ủng hộ shop nhiều và giới thiệu cho chị em mình nữa 😍 😘,0,son đẹp lắm ủng_hộ shop giới_thiệu chị_em mình 😍 😘
son màu đẹp nhưng khô quá nhanh giây trước vừa đánh lên môi giây sau đã khô lại bặm lại rất là dính và khó tán đều môi,2,son màu đẹp khô giây đánh môi giây khô bặm lại dính tán môi
hàng chính hãng mọi người yên tâm mua nha đóng gói hàng cẩn thận,0,hàng hãng yên_tâm mua nha đóng_gói hàng cẩn_thận
son đẹp chuẩn màu thời gian giao hàng nhanh,0,son đẹp chuẩn màu thời_gian giao hàng
định đổi trả để mua màu cam nhưng mà thấy phiền phức quá nên thôi bóc lun màu này sẽ hợp hơn với những bạn da trắng vì mình thấy nó là đỏ hồng nhưng hơi trầm sẽ không hợp với những bạn da tối màu 😂,2,định đổi mua màu cam phiền_phức bóc lun màu hợp da trắng thấy đỏ hồng nhưng hơi trầm sẽ hợp với những bạn da tối màu 😂
son chủ yếu phải giữ lâu trên môi nhưng son này rất mau phai chỉ đeo cái khẩu trang vô là son chuyển từ môi sang khẩu trang nói chung rất tệ so với giá đã giảm,1,son chủ_yếu môi son mau phai đeo khẩu_trang vô son môi khẩu_trang nói_chung rất tệ giá
son đánh lên tay không lỳ,1,son đánh lên_tay lỳ
tông đỏ hồng lạnh rất đẹp tôn da đóng gói rất chắc chắn rất đáng tiền,0,tông đỏ hồng lạnh đẹp tôn da đóng_gói rất chắc_chắn rất tiền
đã mua lần 2 rồi màu son đẹp chất son mịn không lì lắm nhưng rất hài lòng 😊,0,mua 2 màu son đẹp chất son mịn lì lắm hài_lòng 😊
date 202 shop giao hàng nhanh son màu đẹp đóng gói chắc chắn,0,date 202 shop giao hàng son màu đẹp đóng_gói chắc_chắn
son mịn ăn xong son không trôi hết mà còn bám hồng hồng trên môi like,0,son mịn xong son trôi bám hồng hồng môi like
son có mùi thơm lên màu đẹp chì kẻ mắt mềm dễ lên màu đóng gói cẩn thận bọc hàng rất chắc chắn nói chung là siêu ưng ♥ 😊,0,son mùi thơm màu đẹp chì kẻ mắt mềm lên màu đóng_gói cẩn_thận bọc hàng chắc_chắn nói_chung siêu ưng ♥ 😊
son đẹp mềm môi mùi thơm khá dễ chịu không khó chịu như trước mua ở chỗ khác nhất định sẽ mua lần 2,0,son đẹp mềm_môi mùi thơm dễ_chịu khó_chịu mua chỗ nhất_định mua 2
son dùng tốt nhưng thái độ shiper rất mất lịch sự giao hàng lâu và nói chuyện với khách còn hơn ông nội người ta mà không xin lỗi một câu 🙃,1,son thái_độ shiper lịch_sự giao hàng nói_chuyện nội người_ta xin_lỗi câu 🙃
màu đẹp chất son mền mịn đúng màu hàng sky07 thì khỏi lo rồi ạ đóng gói cận thận rất ưng ý sẽ ủng hộ trong thời gian tới màu a3,0,màu đẹp chất son mền mịn màu hàng sky07 lo đóng_gói cận thận ưng_ý ủng_hộ thời_gian màu a3
xinh lắm nha shop,0,xinh lắm nha_shop
son sịn sò bọc hàng rất đẹp và kỹ,0,son sịn sò bọc hàng đẹp kỹ
đã mua lần thứ 3 shop đóng gói lúc nào cũng cẩn thận và đẹp khỏi chê,0,mua 3 shop đóng_gói lúc_nào cẩn_thận đẹp chê
đặt hàng hôm trước hôm sau có luôn ạ mà bia oficial store còn rất thân thiện nữa nhắn tin cùng shop rất giải trí bia and eglip are the best mua nhiều lần rồi và chưa bao giờ thất vọng ạ 😂,0,đặt_hàng hôm hôm bia oficial store thân_thiện nhắn_tin shop rất giải_trí bia and eglip are the best mua bao_giờ thất_vọng ạ 😂
